Species	Day	ASV	log2FoldChange	lfcSE	pvalue	padj	ASV_count	count_per_group	Significance
Epibolus pulchripes	3 d	Seq_1420	-0.1072523166312089	0.8956900094555884	0.4658920836116357	0.8320438901683861	10	3	Fail
Epibolus pulchripes	3 d	Seq_1421	-0.03817399526714415	0.9645324869787866	0.3187996564882873	0.6296541501980503	10	3	Fail
Epibolus pulchripes	3 d	Seq_143	1.5716302434809342	0.5639755920554712	1.6796454756216041e-6	5.802411643056451e-5	12	3	Pass
Epibolus pulchripes	3 d	Seq_1433	1.2857724895377718	1.9245515242062796	0.02398186367568422	0.07399751519181708	6	1	Pass
Epibolus pulchripes	3 d	Seq_1434	-0.5124607895265583	1.1834492883463976	0.2708001358436254	0.729815968940267	9	3	Fail
Epibolus pulchripes	3 d	Seq_1435	-0.5362276893963496	1.0736012257967646	0.7096428850833609	1	5	2	Fail
Epibolus pulchripes	3 d	Seq_1443	1.7632547036606432	1.0765484779386132	9.939829784408794e-7	7.647042380805166e-6	8	3	Pass
Epibolus pulchripes	3 d	Seq_1447	-4.194187879469963	1.7170236809458426	0.9161460659663804	1	10	3	Fail
Epibolus pulchripes	3 d	Seq_1448	-0.6738867661579829	1.281619982213059	0.9582967451607387	Inf	8	1	Fail
Epibolus pulchripes	3 d	Seq_1449	-4.601637080606552	2.1088778525094094	0.5935639197124594	0.9647503709129269	5	3	Fail
Epibolus pulchripes	3 d	Seq_145	-0.723893137159161	0.8259658985545655	0.0130716857081351	0.0531246714035747	12	3	Pass
Epibolus pulchripes	3 d	Seq_1451	0.43049000606501797	0.9234843967423622	0.14200614382556437	0.32258875979271906	11	3	Fail
Epibolus pulchripes	3 d	Seq_1452	7.135763090150604	2.4537499360961945	1.6675497338985956e-13	5.2861326564585476e-12	9	3	Pass
Epibolus pulchripes	3 d	Seq_1455	-0.11722437251344177	0.9608821801551684	0.6542469915450397	Inf	10	3	Fail
Epibolus pulchripes	3 d	Seq_1457	7.923824715363516	3.1245954374628986	2.0799889881348978e-13	3.529863665158341e-12	9	3	Pass
Epibolus pulchripes	3 d	Seq_146	-1.6127477038373308	1.0028045871112414	0.2313633638546819	0.5006292583067179	12	3	Fail
Epibolus pulchripes	3 d	Seq_1460	5.63538093067339	2.0923551000040685	6.964320214280342e-10	1.1933456799604695e-8	4	2	Pass
Epibolus pulchripes	3 d	Seq_1461	0.20760377082476192	1.012307113882199	0.10706268353042711	0.2573965349877352	11	3	Fail
Epibolus pulchripes	3 d	Seq_1465	0.6941031636949546	1.3743801320095623	0.022288015829065835	0.07027423570148081	6	3	Pass
Epibolus pulchripes	3 d	Seq_1469	-0.7836911065752535	1.4191342228433448	0.6605167003848357	1	7	2	Fail
Epibolus pulchripes	3 d	Seq_147	2.3822062267138246	0.44038220863589184	8.814485696258624e-35	1.8627946438093227e-32	9	3	Pass
Epibolus pulchripes	3 d	Seq_1471	-0.22140650774140858	1.0384267771013929	0.7950448960025662	Inf	8	2	Fail
Epibolus pulchripes	3 d	Seq_1472	-0.1098442414923227	0.9532579630608992	0.43155088570654837	0.7817236043941476	10	3	Fail
Epibolus pulchripes	3 d	Seq_1474	-0.15243887454063623	0.8945521224955305	0.42570641652759084	0.7752867471789725	8	3	Fail
Epibolus pulchripes	3 d	Seq_1477	0.18219757452670537	1.085468363971179	0.08742917185071224	0.22223185972625975	8	3	Fail
Epibolus pulchripes	3 d	Seq_148	1.7514117759767922	0.88678331963423	0.004800135055974704	0.01884134644420003	6	1	Pass
Epibolus pulchripes	3 d	Seq_1483	0.1393192529607147	0.8761519796873516	0.3009371046084045	0.6076245997507276	10	2	Fail
Epibolus pulchripes	3 d	Seq_1486	0.6624828619664203	1.3899596620037047	0.0312536390249864	0.10947407260685844	6	3	Fail
Epibolus pulchripes	3 d	Seq_1487	1.470751707004169	1.3124557142996345	3.646004380366393e-4	0.004618272215130764	5	3	Pass
Epibolus pulchripes	3 d	Seq_1497	-4.679956077809645	1.2656405733292286	0.9999784488843696	1	3	3	Fail
Epibolus pulchripes	3 d	Seq_1498	-0.27555814875934875	1.0696717803789209	0.962576992662071	Inf	3	1	Fail
Epibolus pulchripes	3 d	Seq_15	0.4500150853505865	0.3143973920264935	5.447808038847569e-17	2.3026068644195722e-15	12	3	Pass
Epibolus pulchripes	3 d	Seq_1503	0.06119264558834369	0.9628150889499036	0.3814186581683461	0.7460879265694257	10	3	Fail
Epibolus pulchripes	3 d	Seq_1504	-1.4478178987441714	1.7068417019072488	0.3694801421889482	0.8530094064616482	10	2	Fail
Epibolus pulchripes	3 d	Seq_1505	0.1947592664471318	1.0329641308161326	Inf	Inf	1	1	Fail
Epibolus pulchripes	3 d	Seq_1509	-1.8149624382454188	1.0159009821545004	0.7488569334032714	1	7	3	Fail
Epibolus pulchripes	3 d	Seq_1511	6.135615758444186	2.1089531871434377	7.026114058688733e-14	1.3513559372877996e-12	6	2	Pass
Epibolus pulchripes	3 d	Seq_1513	0.7648399191905879	1.0323401106775638	0.014904222659811155	0.048862139060858165	9	3	Pass
Epibolus pulchripes	3 d	Seq_1514	0.2777799788393367	0.9874470918125619	0.24505280238346142	0.5231093491956718	9	3	Fail
Epibolus pulchripes	3 d	Seq_1515	0.21204836436011051	1.0382008121068353	0.27112105845570644	Inf	5	2	Fail
Epibolus pulchripes	3 d	Seq_1516	0.7183780285731659	0.9320676161523974	0.012031855473282017	0.049533742662732465	11	3	Pass
Epibolus pulchripes	3 d	Seq_1519	0.6778782438667487	1.0560202957752884	0.02739179378201107	0.09756402953817427	8	2	Pass
Epibolus pulchripes	3 d	Seq_152	-0.40540343267493567	0.4211437892372672	0.2748153339245349	0.5339004972203927	12	3	Fail
Epibolus pulchripes	3 d	Seq_1524	-0.5125586797381818	1.177487473519713	0.9080987831703892	1	8	3	Fail
Epibolus pulchripes	3 d	Seq_1526	1.2545837456786997	0.8973383315816922	2.812744146636693e-4	0.0018384327721316118	5	2	Pass
Epibolus pulchripes	3 d	Seq_153	1.8014711486873438	1.0528879932794737	1.333398694880603e-5	1.1423983412895978e-4	10	2	Pass
Epibolus pulchripes	3 d	Seq_1532	11.275996344947039	3.6929093971009683	2.9187897188185422e-6	2.7213421790161116e-5	5	2	Pass
Epibolus pulchripes	3 d	Seq_1533	1.468106854549164	1.7913549302898875	0.007486501162006334	0.026998194815485342	11	3	Pass
Epibolus pulchripes	3 d	Seq_1535	-0.7549658240242938	1.2930432361784434	0.8620325431063689	1	6	2	Fail
Epibolus pulchripes	3 d	Seq_1536	0.25691911527849787	1.0181676940848718	0.32015514788052424	Inf	10	2	Fail
Epibolus pulchripes	3 d	Seq_1538	1.6206282136079773	1.3713097564015384	5.532672397534336e-4	0.0027285059601515485	12	3	Pass
Epibolus pulchripes	3 d	Seq_154	-1.9713245477760952	0.586874402807659	0.9999265696516813	1	10	1	Fail
Epibolus pulchripes	3 d	Seq_1541	0.8471983305201863	1.0407510850109543	0.01451657859874145	0.058250068554443535	6	2	Pass
Epibolus pulchripes	3 d	Seq_1542	0.29577045994284057	1.0723256974555555	0.08282857119349232	Inf	11	3	Fail
Epibolus pulchripes	3 d	Seq_1551	5.018423955868898	1.8944927083857825	1.635549326968544e-5	1.3825843643974092e-4	7	2	Pass
Epibolus pulchripes	3 d	Seq_1553	0.6576046758556726	1.07710353111284	0.006055882054849627	0.02268989575096256	12	3	Pass
Epibolus pulchripes	3 d	Seq_1559	0.8523141904546063	2.332828279933768	0.042331667827754944	Inf	6	2	Fail
Epibolus pulchripes	3 d	Seq_1562	0.29831458946378386	1.0953900754904367	0.08276871234481348	Inf	6	2	Fail
Epibolus pulchripes	3 d	Seq_1563	0.18796062718449422	0.9008070682575109	0.2008729762095165	0.41994096838003997	6	2	Fail
Epibolus pulchripes	3 d	Seq_1575	0.23141290986303578	1.1195181265044727	0.112726915182232	0.26657143467273714	7	2	Fail
Epibolus pulchripes	3 d	Seq_1576	0.22067550949803938	1.0078878515314307	0.3227657600594489	0.6345914107712008	2	1	Fail
Epibolus pulchripes	3 d	Seq_1582	0.1604756987760263	1.0066248448104722	0.28013535200235706	Inf	11	3	Fail
Epibolus pulchripes	3 d	Seq_1584	-0.505013661474323	1.1760561216029408	0.655350083264502	1	7	2	Fail
Epibolus pulchripes	3 d	Seq_159	0.17960233956153135	0.5250938554373428	6.196176948179189e-7	6.439960959255092e-6	12	3	Pass
Epibolus pulchripes	3 d	Seq_1592	-5.657372509794798	1.8213579586819348	0.7956950113910878	1	6	2	Fail
Epibolus pulchripes	3 d	Seq_1593	-0.17727802499539794	1.009756400204823	0.6775900785201731	Inf	4	2	Fail
Epibolus pulchripes	3 d	Seq_1594	0.12362601650318464	1.080950780770849	0.16640195282786996	0.39810882299196054	7	2	Fail
Epibolus pulchripes	3 d	Seq_1595	-0.008026470618916703	1.004443770666619	0.3332902120951432	0.6481778971420883	8	3	Fail
Epibolus pulchripes	3 d	Seq_1596	1.1351832265253512	2.0876011724626196	0.010578812424577318	0.06380870986252986	3	1	Pass
Epibolus pulchripes	3 d	Seq_16	-0.4519863184807491	0.33938096183436506	0.31055340130775966	0.5913838698170869	12	3	Fail
Epibolus pulchripes	3 d	Seq_160	-0.6950399546629283	0.4485975095457062	0.023967579909104825	0.07399751519181708	12	3	Pass
Epibolus pulchripes	3 d	Seq_1601	0.23492587754189748	0.955766561637661	0.333349774711853	Inf	8	2	Fail
Epibolus pulchripes	3 d	Seq_1606	0.12587396020500582	0.9776206304649249	0.43116568178021497	Inf	10	3	Fail
Epibolus pulchripes	3 d	Seq_1607	-0.581449539859233	1.2377942305881253	0.740838787053604	1	7	2	Fail
Epibolus pulchripes	3 d	Seq_161	15.991975432697465	3.5911647361919217	7.020053681896488e-21	3.1158238265032874e-19	1	1	Pass
Epibolus pulchripes	3 d	Seq_1610	0.3288729565559528	1.0182568566894385	0.34404050658991747	Inf	1	1	Fail
Epibolus pulchripes	3 d	Seq_1612	-0.1479987597272952	0.8648837351726947	0.49668607479083526	0.9911524881133238	8	3	Fail
Epibolus pulchripes	3 d	Seq_1617	1.9066075080838991	1.1176779470119358	5.061882327105176e-5	2.9207061027396864e-4	3	2	Pass
Epibolus pulchripes	3 d	Seq_1619	-0.09709298548529505	0.9804121722626017	0.3697833839887257	Inf	6	3	Fail
Epibolus pulchripes	3 d	Seq_162	0.1459544429861735	0.5687692723559948	3.5383365677170807e-7	2.8755214078489516e-6	11	3	Pass
Epibolus pulchripes	3 d	Seq_163	4.961609939902579	0.9385229081457475	4.6386604203117204e-14	1.360728236142191e-11	12	3	Pass
Epibolus pulchripes	3 d	Seq_1632	0.5235591972492583	0.9240165147757874	0.2122017593562387	0.472055843620545	3	1	Fail
Epibolus pulchripes	3 d	Seq_1634	-0.17604201093120214	0.9360797148871594	0.7563501693994172	Inf	2	1	Fail
Epibolus pulchripes	3 d	Seq_1635	0.15729740763183978	0.8644519864382417	0.0972973303945999	0.24054089973771728	11	3	Fail
Epibolus pulchripes	3 d	Seq_1636	-0.06806272155680822	0.9839870934164021	0.5938876034249889	Inf	8	3	Fail
Epibolus pulchripes	3 d	Seq_1638	-0.20722611378249867	1.0265836831797954	Inf	Inf	1	1	Fail
Epibolus pulchripes	3 d	Seq_1642	0.2278200273360036	1.0487473866631496	0.31918612119826517	Inf	6	2	Fail
Epibolus pulchripes	3 d	Seq_1647	-3.995440443588598	2.8918399370807	0.9705398869921631	1	7	2	Fail
Epibolus pulchripes	3 d	Seq_1651	0.16900188119645687	1.0269740538816217	0.4250389447097491	Inf	3	1	Fail
Epibolus pulchripes	3 d	Seq_1654	-2.058092375416949	1.603311988493725	0.9909965967138419	1	3	1	Fail
Epibolus pulchripes	3 d	Seq_1657	-0.9037752536399378	1.66300779208591	0.990048504221103	Inf	3	1	Fail
Epibolus pulchripes	3 d	Seq_1659	-0.6073245401849364	0.8139775466588998	0.4526064484162136	0.9555025022120065	8	3	Fail
Epibolus pulchripes	3 d	Seq_166	-2.4146101847251327	0.4379737981641536	0.8135297596835676	1	12	3	Fail
Epibolus pulchripes	3 d	Seq_1660	-0.061170281946126885	0.8552996453616226	0.5850133681575481	0.9534665177683431	5	2	Fail
Epibolus pulchripes	3 d	Seq_1661	-0.2344317355255079	0.9302747354648113	0.6473776927151009	1	5	2	Fail
Epibolus pulchripes	3 d	Seq_1665	-0.09394537068024468	1.0143105900383247	0.42267115876190686	0.7573952130609325	6	3	Fail
Epibolus pulchripes	3 d	Seq_1667	5.9635776241401715	2.897994227422152	0.0021180815825533167	0.008920679365936232	9	3	Pass
Epibolus pulchripes	3 d	Seq_1669	-0.09659150244132479	0.9678459752735892	0.4425091792350712	0.7784384037153539	11	3	Fail
Epibolus pulchripes	3 d	Seq_1670	-0.05850310789384847	1.0198301576002706	0.25283095473105704	0.49890041470023594	7	3	Fail
Epibolus pulchripes	3 d	Seq_1673	0.09143409179095748	0.9971471329934065	0.3541261213877067	Inf	7	3	Fail
Epibolus pulchripes	3 d	Seq_168	2.986470093254944	1.395459403478709	8.051716871712617e-10	8.603408583292926e-9	6	3	Pass
Epibolus pulchripes	3 d	Seq_1680	0.17705922921165196	1.0085843318396952	0.05437316228820917	0.16734264510060493	6	3	Fail
Epibolus pulchripes	3 d	Seq_1685	-0.5372972108366029	1.1042725827067548	0.7531548328329707	1	9	3	Fail
Epibolus pulchripes	3 d	Seq_1687	0.3556159287764718	1.109386581135803	0.12284456462743426	0.31919448349915297	7	2	Fail
Epibolus pulchripes	3 d	Seq_1689	-1.3136928029697543	1.1925244269822965	0.9930141680576426	1	8	2	Fail
Epibolus pulchripes	3 d	Seq_169	0.839476028760555	0.5525353251302343	9.228089293034541e-17	2.5355273914671094e-15	12	3	Pass
Epibolus pulchripes	3 d	Seq_1696	0.26625341326493174	0.8661100046051317	0.0966722465142665	0.263048087081738	5	3	Fail
Epibolus pulchripes	3 d	Seq_1698	-0.6498118896894834	1.267385073634399	0.962027736280744	1	4	1	Fail
Epibolus pulchripes	3 d	Seq_1699	0.08347448374180741	0.9564493385754174	0.49688366786804683	Inf	10	2	Fail
Epibolus pulchripes	3 d	Seq_17	-1.7597017638575077	0.5453583751819213	6.459545932008667e-8	8.030102197830382e-7	12	3	Pass
Epibolus pulchripes	3 d	Seq_1702	-2.5144202044613024	0.7780157946851497	0.9999114628226411	1	3	1	Fail
Epibolus pulchripes	3 d	Seq_1704	-0.1299651299356177	1.0203984675806672	0.48605712837591775	Inf	9	3	Fail
Epibolus pulchripes	3 d	Seq_171	-1.1964757506189154	0.5485996378133047	0.38830228701448455	0.8683227049230811	12	3	Fail
Epibolus pulchripes	3 d	Seq_1710	-0.6921390424880647	1.363202167825894	0.7906748449578587	1	6	2	Fail
Epibolus pulchripes	3 d	Seq_1712	0.1558508947982892	0.8812556176834668	0.46471578214784953	Inf	8	1	Fail
Epibolus pulchripes	3 d	Seq_1714	0.35248135229115135	1.067237366383314	0.09755038221598933	0.24054089973771728	10	3	Fail
Epibolus pulchripes	3 d	Seq_1720	-5.648781599799394	2.739589310436146	0.9776852968108256	1	8	2	Fail
Epibolus pulchripes	3 d	Seq_1721	5.6394061098921116	2.1422863077939347	7.756382441824269e-8	6.885281029127082e-7	6	2	Pass
Epibolus pulchripes	3 d	Seq_1727	0.41165853202128516	1.0539614144817266	0.13592757140147685	0.3433389652132921	1	1	Fail
Epibolus pulchripes	3 d	Seq_1729	-11.09448919088711	4.148045218347702	0.9999315088754146	1	7	3	Fail
Epibolus pulchripes	3 d	Seq_1731	-0.13415392460524653	1.0228517404884712	0.7180074413891235	Inf	9	3	Fail
Epibolus pulchripes	3 d	Seq_1741	-0.25018189646311245	1.0552931186388568	0.9133843556416139	Inf	5	1	Fail
Epibolus pulchripes	3 d	Seq_1742	0.14657836556419906	1.0125544769129908	0.1887579544265368	Inf	9	2	Fail
Epibolus pulchripes	3 d	Seq_1743	1.2356878120989518	0.8054705439570714	0.01998437176863303	0.0758022548960057	7	1	Pass
Epibolus pulchripes	3 d	Seq_1746	-0.34049468309333597	1.0492704060559936	0.8699423079677928	Inf	1	1	Fail
Epibolus pulchripes	3 d	Seq_1748	0.002661625033784435	0.9092927165657247	0.33631113832767623	0.6508577412373335	10	3	Fail
Epibolus pulchripes	3 d	Seq_175	-0.6473804241560273	0.4865717651820607	0.9380994147697127	1	7	1	Fail
Epibolus pulchripes	3 d	Seq_1756	4.676976439606331	2.1298939454599273	4.3298722531765344e-4	0.0026913127534450225	7	2	Pass
Epibolus pulchripes	3 d	Seq_1758	3.257233783011887	1.7649693126773922	0.0013538062913846557	0.01286115976815423	3	1	Pass
Epibolus pulchripes	3 d	Seq_1761	0.6204310940287401	0.8733257336068666	0.12212399168371407	0.2829941494036266	9	1	Fail
Epibolus pulchripes	3 d	Seq_1768	-0.011701637823559638	0.8703983487623119	0.3748493324285159	0.7073049903561878	9	2	Fail
Epibolus pulchripes	3 d	Seq_1772	-0.004953168229652592	0.9938972889244159	0.3972148294899336	Inf	11	3	Fail
Epibolus pulchripes	3 d	Seq_1773	0.27251217182643306	1.005754184838363	0.28012802232397516	Inf	7	2	Fail
Epibolus pulchripes	3 d	Seq_1775	-4.161534847488071	2.2926924069361365	0.15740482540743653	0.35477571976598	7	3	Fail
Epibolus pulchripes	3 d	Seq_1778	0.34147328303171065	1.0128507225708467	0.17200404307428138	0.3773624823340698	9	3	Fail
Epibolus pulchripes	3 d	Seq_1785	0.11937963624166512	0.9180487714749047	0.17907399965045298	0.4204922806606933	8	3	Fail
Epibolus pulchripes	3 d	Seq_1790	0.022083460822195478	0.9654539553322425	0.09633743428118319	0.263048087081738	10	3	Fail
Epibolus pulchripes	3 d	Seq_18	0.8820490240128157	1.3387934692576755	0.022539021989173888	0.07067943308561594	7	3	Pass
Epibolus pulchripes	3 d	Seq_1801	0.37393420374500336	0.8866453373016245	0.09504522624581563	0.23638403251653284	10	3	Fail
Epibolus pulchripes	3 d	Seq_1806	-1.1503297350900916	1.0215935700218068	0.7977938109960617	1	9	3	Fail
Epibolus pulchripes	3 d	Seq_1807	0.021880029219728408	0.9842685953866553	0.5586083984895132	Inf	4	1	Fail
Epibolus pulchripes	3 d	Seq_1809	5.987157989814221	2.1155667979796275	4.405607638469121e-12	1.1638146844955928e-10	2	2	Pass
Epibolus pulchripes	3 d	Seq_1819	0.7884151328906998	1.3088561792813347	0.02629870705920617	0.07986502091137873	9	2	Pass
Epibolus pulchripes	3 d	Seq_182	0.5127624914766878	0.6606293710404736	0.03562756639717796	0.12079078660861403	12	3	Fail
Epibolus pulchripes	3 d	Seq_1825	0.20372250360688018	1.01662171913707	0.28259594956080814	Inf	10	3	Fail
Epibolus pulchripes	3 d	Seq_1829	0.06823326139567212	0.9208795121284901	0.39897956594039663	Inf	7	3	Fail
Epibolus pulchripes	3 d	Seq_183	2.6552272151836327	0.7708805591876029	6.3942394185662705e-6	1.6198739860367884e-4	10	2	Pass
Epibolus pulchripes	3 d	Seq_1831	-0.022349898126313897	0.8432431478401727	0.4614920297527753	0.9886055817396208	8	2	Fail
Epibolus pulchripes	3 d	Seq_1834	-0.12860085586180042	0.8545961868386193	0.6002115411737423	0.9682801961937726	6	1	Fail
Epibolus pulchripes	3 d	Seq_1835	0.39058388806780037	1.1333680429524569	0.10646122514617867	0.2835983896751146	7	2	Fail
Epibolus pulchripes	3 d	Seq_184	-3.18174515245687	0.6354242248255639	0.6252572921689744	0.9888094593133454	12	3	Fail
Epibolus pulchripes	3 d	Seq_1842	-0.05319640374515195	0.9804264540638162	0.46649118810739815	Inf	8	3	Fail
Epibolus pulchripes	3 d	Seq_1846	-0.25817604894433177	0.8003732789538731	0.6903848420326997	1	6	1	Fail
Epibolus pulchripes	3 d	Seq_1847	-0.2656346211849464	1.0465013790008342	0.9752899027307885	Inf	6	2	Fail
Epibolus pulchripes	3 d	Seq_1849	-10.987623318490602	5.950240154397876	0.9998814201111904	Inf	6	1	Fail
Epibolus pulchripes	3 d	Seq_185	-4.751397817336002	0.4039049639731387	1	1	6	2	Fail
Epibolus pulchripes	3 d	Seq_1862	-0.49535766928110864	1.0849850254901576	0.9373159350517892	Inf	6	1	Fail
Epibolus pulchripes	3 d	Seq_1868	-0.16247134182638567	1.0276099288810538	0.7180074413891235	Inf	1	1	Fail
Epibolus pulchripes	3 d	Seq_1871	0.029905477167953425	0.9754609335426803	0.5921603948441374	Inf	3	1	Fail
Epibolus pulchripes	3 d	Seq_1875	0.3727474406649308	1.1522370586870359	0.08721074749373739	Inf	10	3	Fail
Epibolus pulchripes	3 d	Seq_1877	-0.5463597891395933	0.9986906635651944	0.852374127495686	1	2	1	Fail
Epibolus pulchripes	3 d	Seq_1884	-4.473505920337872	2.3252884121966906	0.7818620024266175	1	6	2	Fail
Epibolus pulchripes	3 d	Seq_1889	3.340932066818264	1.7033636327196873	1.3897252940260728e-8	8.801593528831794e-7	6	3	Pass
Epibolus pulchripes	3 d	Seq_1897	0.16584189000642863	1.0268617917032217	0.4447672421991763	Inf	8	2	Fail
Epibolus pulchripes	3 d	Seq_19	-1.9594420962310832	0.7635754493436581	0.9632148336150187	1	11	2	Fail
Epibolus pulchripes	3 d	Seq_190	-0.20952848751913752	1.038943864124131	0.7800538854198718	Inf	5	1	Fail
Epibolus pulchripes	3 d	Seq_1902	0.47843991746462505	0.9843802210019608	0.040984973267938415	0.13394058274161316	9	2	Fail
Epibolus pulchripes	3 d	Seq_1905	-0.34158103979913756	1.0010064171576734	0.7137458061180554	1	4	2	Fail
Epibolus pulchripes	3 d	Seq_1906	-0.014917590000286222	0.9918147308371709	0.46933428382796943	Inf	9	3	Fail
Epibolus pulchripes	3 d	Seq_1907	0.2103453341599979	1.0367487782250393	0.328272936518315	Inf	8	1	Fail
Epibolus pulchripes	3 d	Seq_191	0.2765087819146953	0.5195915220590717	2.8641508037289377e-4	0.0014624911626120328	12	3	Pass
Epibolus pulchripes	3 d	Seq_1915	0.0472486319807861	0.9935649934348149	0.22495696015263464	0.4586578304172091	11	3	Fail
Epibolus pulchripes	3 d	Seq_1919	0.03499605434777192	0.9198076944808933	0.5413998252361573	Inf	7	1	Fail
Epibolus pulchripes	3 d	Seq_1920	0.5835959894424526	1.1083908277903853	0.10131123415201464	0.2733247763930948	8	2	Fail
Epibolus pulchripes	3 d	Seq_1922	-0.0026432549558490503	0.954562715312349	0.43031399748832544	0.766330791823345	8	2	Fail
Epibolus pulchripes	3 d	Seq_1924	0.12105055916084743	0.8816538219717608	0.1993311453775235	0.4537754396220988	9	3	Fail
Epibolus pulchripes	3 d	Seq_1934	0.20043523461122215	1.0347912646791728	0.2966721556848016	Inf	4	2	Fail
Epibolus pulchripes	3 d	Seq_194	-0.34474852337083495	0.6695129221966075	0.0051765687786828165	0.02378220728757178	12	3	Pass
Epibolus pulchripes	3 d	Seq_1943	0.11970734107279403	1.0394339575577813	0.1800253653897523	0.386151062564636	6	2	Fail
Epibolus pulchripes	3 d	Seq_1946	-0.02287267615840519	1.0406581520285259	0.1291729871279292	0.3326546179427794	6	3	Fail
Epibolus pulchripes	3 d	Seq_1948	-3.678207824642512	1.0526118136370146	0.9999687564643588	1	2	2	Fail
Epibolus pulchripes	3 d	Seq_1949	0.03484859814526435	0.97463196517861	0.3194625145152278	Inf	8	2	Fail
Epibolus pulchripes	3 d	Seq_195	-3.0624596613743416	1.4740379747949333	0.947166396267211	1	12	3	Fail
Epibolus pulchripes	3 d	Seq_1959	0.18584606735407552	1.0314714268112393	0.3341284640398209	Inf	7	2	Fail
Epibolus pulchripes	3 d	Seq_196	-0.3587117153424838	0.564553349438306	0.03659451540504608	0.12211011982525903	3	3	Fail
Epibolus pulchripes	3 d	Seq_1968	-0.8706063168005417	2.108492892056267	0.8775018711334172	1	5	2	Fail
Epibolus pulchripes	3 d	Seq_1969	0.20409948420295526	0.8611412103178603	0.3468648063118452	0.8342318126487416	4	1	Fail
Epibolus pulchripes	3 d	Seq_197	2.0639643359398985	0.8182876844035545	1.6826346066332303e-17	7.619931004324771e-16	11	3	Pass
Epibolus pulchripes	3 d	Seq_1971	-1.0039756467858645	1.2014164742225018	0.44091918660615476	0.9391426401199081	6	3	Fail
Epibolus pulchripes	3 d	Seq_1973	1.5465653230845529	1.5562476387058615	0.003396869845735653	0.01656627293997234	6	3	Pass
Epibolus pulchripes	3 d	Seq_198	-0.7283844819832854	0.5759127453376145	0.940319361165918	1	8	1	Fail
Epibolus pulchripes	3 d	Seq_1982	1.0041691866117974	1.752758438785111	0.04711224041776839	0.12883299867797326	4	1	Fail
Epibolus pulchripes	3 d	Seq_1983	0.3651564020962159	1.0559805978254415	0.24080100052627915	Inf	9	2	Fail
Epibolus pulchripes	3 d	Seq_1987	0.020787921778659818	1.002454188134181	0.2812536205606906	Inf	6	2	Fail
Epibolus pulchripes	3 d	Seq_1989	0.026441331650106883	0.926329672767042	0.28949134300512785	0.588331848799164	2	2	Fail
Epibolus pulchripes	3 d	Seq_1991	-14.120239439173707	4.17520079251101	0.9999999994620158	1	1	1	Fail
Epibolus pulchripes	3 d	Seq_1992	-1.173763280554914	1.581286314800107	0.9744610930076925	1	5	1	Fail
Epibolus pulchripes	3 d	Seq_1993	0.07358158580322294	0.8114635881480381	0.3521383249285023	0.7970016793728273	9	3	Fail
Epibolus pulchripes	3 d	Seq_1994	0.5184337007628708	1.198177182929924	0.03955084608229586	0.12992350474702372	4	1	Fail
Epibolus pulchripes	3 d	Seq_1998	0.010100233956604232	0.9623750146762055	0.5430727459966523	Inf	4	3	Fail
Epibolus pulchripes	3 d	Seq_2	1.643645882191691	0.5719387959824513	2.3275491174411982e-6	2.2024867768025664e-5	12	3	Pass
Epibolus pulchripes	3 d	Seq_200	-0.5304944156822307	0.48651458594128455	3.421685121706249e-7	3.6768616392572233e-6	12	3	Pass
Epibolus pulchripes	3 d	Seq_2002	0.17164260986597532	1.0281735492967368	0.3486233191108459	Inf	10	2	Fail
Epibolus pulchripes	3 d	Seq_2004	2.4161226933372077	2.0610114357744926	0.0020522674067277053	0.008762676437360752	6	2	Pass
Epibolus pulchripes	3 d	Seq_2009	0.24934402730217264	1.0307814655082344	0.3039107069024186	Inf	1	1	Fail
Epibolus pulchripes	3 d	Seq_201	2.8039698910707695	0.9140338949059967	6.3058704293388274e-30	5.197838911040719e-28	12	3	Pass
Epibolus pulchripes	3 d	Seq_2011	0.175160913433186	1.0288312745445816	0.4787552944320278	Inf	8	2	Fail
Epibolus pulchripes	3 d	Seq_2014	0.7247280646078285	1.606575427243433	0.016657807091608322	0.05399749826886518	8	3	Pass
Epibolus pulchripes	3 d	Seq_2017	0.3968293516358389	1.1956463723914235	0.07316439569002858	Inf	11	3	Fail
Epibolus pulchripes	3 d	Seq_2019	0.257792598972381	1.0231333526770798	0.2326747527882671	Inf	11	3	Fail
Epibolus pulchripes	3 d	Seq_2025	0.4938670664891198	1.0632868365027268	0.16854832539056616	0.4537754396220988	6	2	Fail
Epibolus pulchripes	3 d	Seq_2026	0.845347696971867	1.030061099169045	0.03467520775970049	0.09954027302162777	4	2	Pass
Epibolus pulchripes	3 d	Seq_2028	0.2297948534075966	1.0304814616511468	0.17743638935485273	0.38344867662078663	3	2	Fail
Epibolus pulchripes	3 d	Seq_2030	-5.368999689285995	1.8008564255897932	0.9999170065731674	1	3	1	Fail
Epibolus pulchripes	3 d	Seq_2035	-0.09183802881876359	1.0041245041236904	0.44579267398037065	Inf	9	3	Fail
Epibolus pulchripes	3 d	Seq_2038	-0.11805428356081385	0.9849334808213138	Inf	Inf	3	1	Fail
Epibolus pulchripes	3 d	Seq_2042	0.0016183715437875824	1.0177310742833143	0.24478437664673067	0.5231093491956718	9	3	Fail
Epibolus pulchripes	3 d	Seq_2043	-0.006655558252325701	0.9603291968471548	0.44704016631406757	Inf	5	2	Fail
