Comparison,diff.btw,diff.win,effect,overlap,OTU,baseMean,Kingdom,Phylum,Class,Order,Family,Genus,Species,Significance
Antibiotics (2X) _vs_ Control,-0.7602597855719182,1.0364879276561272,-0.6687809113072072,0.22279882279503002,Seq_727,0.05958529542476578,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA,Fail
Antibiotics (2X) _vs_ Control,1.0080714997532256,0.8660413201717203,1.0263512685703795,0.10881054626871159,Seq_728,0.047211604137042555,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.03187353370490875,1.3090719211651898,-0.017323209963829703,0.4922279966661879,Seq_730,0.06959470904559553,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,Fail
Antibiotics (2X) _vs_ Control,-0.6272849271834664,1.5193677558383154,-0.32321095527796495,0.28645892373980425,Seq_731,0.0220822494828999,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,lytica,Fail
Antibiotics (2X) _vs_ Control,-0.30585802327671985,0.9184568898719361,-0.26309340790389624,0.4093266346210062,Seq_732,0.06933467707757283,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.40682708180329286,0.6208551097994999,0.586252995305923,0.27604229999348795,Seq_733,0.06880837337941874,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.41235313508367,0.656589923920814,0.6036699634356057,0.23958414114009113,Seq_736,0.06477770223107339,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Filimonas,NA,Fail
Antibiotics (2X) _vs_ Control,0.018026917172567103,1.5714148339534209,0.007410981737261918,0.49740933222081757,Seq_737,0.04324371718454679,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,NA,Fail
Antibiotics (2X) _vs_ Control,0.04504449144944278,0.8099455655325318,0.05153496904582977,0.47668399009963064,Seq_739,0.05502589863430037,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.11449943358964187,1.218262265502001,0.08596245545092981,0.45312510690235347,Seq_742,0.10081213413255234,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,NA,Fail
Antibiotics (2X) _vs_ Control,-1.250965185478977,1.7056436962543113,-0.7524791127364231,0.21761750791097167,Seq_743,0.09073311066534867,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,NA,Fail
Antibiotics (2X) _vs_ Control,0.04097099403152704,0.9145994942898721,0.0448819282837746,0.481865325598072,Seq_745,0.06709573585680965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Fail
Antibiotics (2X) _vs_ Control,-0.550623157524349,0.916042058805731,-0.49391815876339284,0.3229171243820439,Seq_748,0.07082584706539079,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA,Fail
Antibiotics (2X) _vs_ Control,0.5715049759886979,2.0014004496890845,0.2857746906276239,0.3834199649231569,Seq_749,0.06487314795692292,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,Fail
Antibiotics (2X) _vs_ Control,1.0450555461358748,1.438792230078029,0.7485768113911239,0.21875093003607377,Seq_752,0.10082530347702634,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.017506219944129597,1.4967763770683247,0.014628605847321948,0.4947916784415895,Seq_753,0.09255550215123558,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA,Fail
Antibiotics (2X) _vs_ Control,-1.4223142303433667,3.871755339490014,-0.3708951222980764,0.3160626520705316,Seq_754,0.005293548141816846,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5566992004876088,0.9230915406862668,-0.6303248821930824,0.2694307069493125,Seq_757,0.06767157632301964,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA,Fail
Antibiotics (2X) _vs_ Control,0.3454844008505118,1.3910705525139644,0.2227580285291777,0.39062525967192036,Seq_758,0.08048234145620115,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA,Fail
Antibiotics (2X) _vs_ Control,-1.5487915442484796,0.8359310169566836,-1.8888739013559328,0.0155616731380917,Seq_760,0.07512968482383232,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Endonucleariobacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.2546436960970908,0.816814073609387,-0.32213510842977944,0.3750003014047682,Seq_762,0.0843004354214631,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-2.070012915499352,4.354446012275123,-0.4441370910056038,0.29166723654711024,Seq_765,0.0025106073159097183,Bacteria,Firmicutes,Bacilli,RsaHf231,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.37160575053355593,1.6789048742044068,0.19436364958076907,0.41145853996478227,Seq_767,0.09051185434694992,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,NA,Fail
Antibiotics (2X) _vs_ Control,0.9550029842572076,1.1219426248336912,0.7750341036352039,0.19171095726038398,Seq_770,0.016982873087628317,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.040790642698419255,0.9622686290005378,-0.0439852995337349,0.47668399009963064,Seq_771,0.0451933890065937,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA,Fail
Antibiotics (2X) _vs_ Control,1.3339634530458735,5.822078480742783,0.18535974417567322,0.435233307989157,Seq_772,0.00898596733543157,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,NA,Fail
Antibiotics (2X) _vs_ Control,0.47866850096249713,5.112600137774591,0.07705099938696808,0.4583334281811429,Seq_773,0.005673994226991527,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5191007053907626,1.1545319311838886,-0.33002065973412675,0.33160664253884775,Seq_776,0.03485985876721078,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.02348815402656612,1.2382483307203325,-0.03385386406395302,0.48437503535546167,Seq_777,0.06335620791891487,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-2.8230485340533864,3.9129661220392187,-0.6080082577623174,0.2020735722673617,Seq_778,0.0021467661570975577,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.03850799784660097,0.6853374351740511,0.0662032837635133,0.468750070918891,Seq_782,0.06784473404511131,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5765651184214722,1.2590664859133538,-0.37854943558769916,0.28497468346637034,Seq_783,0.05551054451296814,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,NA,Fail
Antibiotics (2X) _vs_ Control,0.01159880765260457,1.0559107185053067,0.017394152511742367,0.48437503535546167,Seq_784,0.06694514609943203,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.8710406245996758,3.9688933983461103,0.19023331600960341,0.3937826322774743,Seq_785,0.009172937199361582,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.2072974799822367,0.7018000386849099,0.2275071644717251,0.4166668604270799,Seq_788,0.06101553954453807,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5107875186913553,0.7313606583761052,-0.6869751383662377,0.21761750791097167,Seq_790,0.07000201302197936,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,yonginensis,Fail
Antibiotics (2X) _vs_ Control,0.18317039859562012,1.8751774095500364,0.04410172229524088,0.4427084645663884,Seq_791,0.04431975681488133,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Fail
Antibiotics (2X) _vs_ Control,1.4459876228917006,0.8403788392490652,1.581582377237622,0.0155616731380917,Seq_794,0.09191336239413277,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA,Fail
Antibiotics (2X) _vs_ Control,0.24979215797213783,0.8789748465038913,0.24640094560806974,0.38860129850521385,Seq_797,0.03390675784840129,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA,Fail
Antibiotics (2X) _vs_ Control,-4.221583265017261,2.3380286123578333,-1.7572120574745171,3.6539984880401186e-4,Seq_799,0.05646369545885637,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.2103563041270533,1.3701406440819648,0.13737430088950575,0.45077731327022447,Seq_800,0.03238076755849782,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA,Fail
Antibiotics (2X) _vs_ Control,0.17767857543596666,3.3178299934652395,0.06274183577666123,0.41450796904173526,Seq_801,0.048358924981557486,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea,NA,Fail
Antibiotics (2X) _vs_ Control,0.3022438124468412,5.288373232627807,0.047586518315704776,0.4611399838382424,Seq_803,0.031768747325624326,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA,Fail
Antibiotics (2X) _vs_ Control,-0.8792429175298233,3.7619270019882585,-0.2946711954872894,0.27604229999348795,Seq_804,0.09365967120630214,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,1.2974365353306405,0.9985657427127217,1.1377245290185156,0.08854454762975288,Seq_805,0.06986817065187802,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA,Fail
Antibiotics (2X) _vs_ Control,0.12189781385178389,1.0868544521847943,0.1148918312209733,0.4715026546350488,Seq_806,0.06353620025041345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.058526226503349044,0.8213101472274511,0.05291052131373031,0.468750070918891,Seq_807,0.02548901842521845,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.40082425843948055,1.283189544847672,0.2863814545180137,0.3834199649231569,Seq_809,0.08753385747400255,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.1498539730322621,0.9330038525594446,0.17891632290616924,0.435233307989157,Seq_810,0.06616638701921343,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA,Fail
Antibiotics (2X) _vs_ Control,-0.06613774272648332,1.1108334538464657,-0.05126144707371543,0.4739583923616796,Seq_813,0.08144579787529535,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA,Fail
Antibiotics (2X) _vs_ Control,0.637915090916545,2.386005527706124,0.22902456204028576,0.43229182258312365,Seq_815,0.06598161330084429,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,NA,Fail
Antibiotics (2X) _vs_ Control,-0.2867636073459616,0.665374348163323,-0.34223271129402194,0.3264253119926425,Seq_816,0.049906025917401724,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,Fail
Antibiotics (2X) _vs_ Control,0.3295543437948467,0.9926323908569383,0.2580817722642009,0.3125004932063641,Seq_817,0.08535002642565562,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Fail
Antibiotics (2X) _vs_ Control,0.43972782328593585,1.4244483375351944,0.2020916286365675,0.435233307989157,Seq_818,0.06183105614006386,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,salmonicida,Fail
Antibiotics (2X) _vs_ Control,-2.045616646009792,2.9700616272327185,-0.5415616752027091,0.21875093003607377,Seq_820,0.05261245837724263,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.039681763018216465,1.1751528754656686,0.03134342585329335,0.47668399009963064,Seq_822,0.02122806364306572,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5171870712878697,0.8166906761881352,-0.6227908283450346,0.2590680595179744,Seq_823,0.06339646068504588,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.6539352064312727,1.6191347448922473,-0.392831037353258,0.34715063626832904,Seq_824,0.05918212413647685,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA,Fail
Antibiotics (2X) _vs_ Control,-1.6013589410003721,4.856629306606854,-0.24367367416865593,0.39062525967192036,Seq_825,0.007314581202516628,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.06860927966080688,0.5940543756380894,-0.11324042659842068,0.4427084645663884,Seq_829,0.061261444024641565,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA,Fail
Antibiotics (2X) _vs_ Control,-1.1861439184233253,1.0303909319723825,-0.9821774679650471,0.1139917747882861,Seq_830,0.04267990307203098,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.43951070776838996,2.0819200424210944,-0.1182309943128361,0.4166668604270799,Seq_831,0.01982263715524415,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,Fail
Antibiotics (2X) _vs_ Control,3.0044494605651675,3.4591905850208207,0.8156243811662992,0.14583494005856223,Seq_832,0.0032669225552332533,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA,Fail
Antibiotics (2X) _vs_ Control,1.1579225272969227,2.6686515530359562,0.23465882746360295,0.3645836636784878,Seq_833,0.025792294540188873,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA,Fail
Antibiotics (2X) _vs_ Control,-1.0183708793914032,1.177212841368882,-0.911309583545839,0.17616705103658836,Seq_835,0.07556719941703116,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,Fail
Antibiotics (2X) _vs_ Control,1.0154445476264211,0.6723231603519011,1.4666248626939278,0.05208845857586993,Seq_842,0.06525837109566558,Bacteria,Rare,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,Fail
Antibiotics (2X) _vs_ Control,-0.29448089125602994,1.6393079907259454,-0.16662469783120282,0.44559597809209983,Seq_843,0.010227192383935164,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,NA,Fail
Antibiotics (2X) _vs_ Control,0.6495704198876702,1.004169510548813,0.4629345832300611,0.3367879734466224,Seq_844,0.06537706307236721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Fail
Antibiotics (2X) _vs_ Control,0.24143049068118394,0.7929521225129941,0.27050115834787636,0.36979198242064654,Seq_845,0.07691571676157177,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA,Fail
Antibiotics (2X) _vs_ Control,1.2579160003443661,1.1074853846282116,1.0539484463481292,0.1139917747882861,Seq_846,0.020401866352522727,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azovibrio,NA,Fail
Antibiotics (2X) _vs_ Control,-1.6677374768807276,3.950452421295143,-0.33758492397226836,0.28497468346637034,Seq_848,0.005766576088307924,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,NA,Fail
Antibiotics (2X) _vs_ Control,0.7517437258666684,1.3075190907869585,0.45333384468366317,0.341969304696059,Seq_852,0.034208369115203814,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.25191174831860685,2.302359766514397,0.09895219862019393,0.4427084645663884,Seq_854,0.06903006560813064,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5354973930004432,0.6533420847946925,-0.689615795537194,0.20725488253161325,Seq_855,0.07505184903207927,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.25573235225571533,0.7993428761975014,-0.31753479847231925,0.33160664253884775,Seq_856,0.06844536805137864,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA,Fail
Antibiotics (2X) _vs_ Control,0.3388756081634119,0.7778030776719156,0.37036442373864475,0.34895870905425247,Seq_857,0.057282897771998735,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,panacisegetis,Fail
Antibiotics (2X) _vs_ Control,0.2522859315905306,0.7599522673432446,0.2900181991749594,0.3854169400435014,Seq_858,0.05068649648725289,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA,Fail
Antibiotics (2X) _vs_ Control,0.7338596393761136,1.2879809196972216,0.5398760574814515,0.3005186654698488,Seq_859,0.08256115115275954,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5935655372434399,4.362660017432985,-0.11322465537079843,0.43005197308151655,Seq_860,4.184345526516197e-4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,NA,Fail
Antibiotics (2X) _vs_ Control,-2.494331418199579,5.503284043489239,-0.3884830570768433,0.3333337571830611,Seq_861,0.005439649184471057,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Fail
Antibiotics (2X) _vs_ Control,0.40545254107278694,0.7513798248764116,0.5637569185688525,0.2968755499292992,Seq_865,0.052159144225594284,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.5983047283190261,0.8670755905253351,-0.6544636756870263,0.22395923090300057,Seq_868,0.05422714906424137,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.28801517971389234,5.201894423121458,-0.043035801124842274,0.47668399009963064,Seq_869,0.006361111464420867,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA,Fail
Antibiotics (2X) _vs_ Control,0.6780869632725679,1.1974166675239362,0.5185426591785747,0.27979335730170235,Seq_871,0.04901392174294231,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Fail
Antibiotics (2X) _vs_ Control,-1.5135348261290078,2.1406315345085973,-0.5423205475760261,0.1813483506875375,Seq_873,0.043449756251430334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA,Fail
Antibiotics (2X) _vs_ Control,-2.161535591058045,2.1904680954522595,-1.0728927758681348,0.13541842640350574,Seq_874,0.05814121667263865,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA,Fail
Antibiotics (2X) _vs_ Control,0.24233877347465516,1.3000120908455406,0.1545184566325271,0.41968930359850415,Seq_875,0.04483230899224528,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,NA,Fail
Antibiotics (2X) _vs_ Control,0.11733785039941313,0.900301079809215,0.11194535775677095,0.44791678569462046,Seq_879,0.04770379505586648,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.023803862783227103,0.8094670159975346,0.01971701133145999,0.48958335689084814,Seq_883,0.08422598584135549,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA,Fail
Antibiotics (2X) _vs_ Control,0.04266979078782285,1.4491234205796335,0.019705626846034177,0.47916671384314896,Seq_884,0.07488777487636947,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.4483309614256674,1.1520919146228987,-0.3510197678873282,0.341969304696059,Seq_885,0.045300398452080656,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA,Fail
Antibiotics (2X) _vs_ Control,0.15452461891623503,0.8133871575454839,0.15598975915179542,0.435233307989157,Seq_886,0.07107766474480672,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA,Fail
Antibiotics (2X) _vs_ Control,0.9981818219508023,1.2526768435978308,0.7868513948213514,0.21875093003607377,Seq_887,0.07479617292523434,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,Fail
Antibiotics (2X) _vs_ Control,0.8364634325305209,0.9365927956797204,0.7205837898335199,0.22279882279503002,Seq_889,0.06527887370167364,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA,Fail
Antibiotics (2X) _vs_ Control,-0.01586762911828199,0.5848420480434715,-0.016875532876236575,0.48958335689084814,Seq_890,0.07378968592984084,Bacteria,Rare,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,Fail
Antibiotics (2X) _vs_ Control,0.2434902828763974,0.604080656906862,0.3749280905130168,0.3730572983788177,Seq_895,0.06287177298122618,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA,Fail
Antibiotics (2X) _vs_ Control,-0.06320593564811006,0.8356786008860508,-0.05977293720741963,0.4715026546350488,Seq_900,0.057276225081358115,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.26198368813084993,0.7683481960209804,0.32891155757351764,0.33854207413757076,Seq_901,0.04408379309457734,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,Fail
Antibiotics (2X) _vs_ Control,-0.4660576446701352,0.7094805780455307,-0.6243966631554725,0.22916753310245255,Seq_902,0.04579713157393939,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.33057768573067836,1.2736813601722607,0.20980535798061686,0.4041453003463785,Seq_904,0.05909256821481241,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Fail
Antibiotics (2X) _vs_ Control,1.1279932739653038,0.7659793474845307,1.3845727592947439,0.06736136392791461,Seq_906,0.07518366725781823,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA,Fail
Antibiotics (2X) _vs_ Control,0.6093788984732331,1.0721708472247355,0.5657708788906071,0.2590680595179744,Seq_908,0.05457783651459378,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA,Fail
Antibiotics (2X) _vs_ Control,0.8539108110284426,0.7811331616865482,1.0009541808855875,0.13541842640350574,Seq_915,0.05407245988980243,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-1.2026255337230705,1.1802887960226593,-0.9963611048098313,0.08808576934242601,Seq_919,0.05555530204558998,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,soli,Fail
Antibiotics (2X) _vs_ Control,4.34921058421326,3.055201318382763,1.2152325047261545,0.0155616731380917,Seq_920,0.021116186073946736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Fail
Antibiotics (2X) _vs_ Control,-0.8112328666773045,0.8930294828456011,-0.8873569080477515,0.1813483506875375,Seq_921,0.05137056988851927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA,Fail
Antibiotics (2X) _vs_ Control,1.478404004607265,1.4632206314511293,0.8302478101984337,0.28497468346637034,Seq_926,0.07107589556977167,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA,Fail
Antibiotics (2X) _vs_ Control,-0.6873732765929415,1.0486862671225685,-0.5617455895453289,0.2746120317825454,Seq_927,0.04677668289703566,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-0.15724647868352282,0.9920596932858468,-0.15511251164180478,0.44041464299558164,Seq_933,0.03336744609952057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,Fail
Antibiotics (2X) _vs_ Control,-1.5855584962504397,3.312260507343151,-0.43367690910030254,0.28645892373980425,Seq_936,0.06867222638166226,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA,Fail
Antibiotics (2X) _vs_ Control,0.8863707814058683,0.9725511193655771,0.7790202387656171,0.23834277504790924,Seq_937,0.057491541172636246,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA,Fail
