ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_6971	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	NA	100	100	100	100	94	56	35
Seq_6972	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	74	74	42	38	16	16
Seq_6973	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	46	46
Seq_6974	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	100	100	100	100	66	34	34
Seq_6975	Bacteria	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	UBA1067_sp002449695(GB_GCA_002449695_1)	100	95	95	95	95	95	95
Seq_6976	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_polymorphum(RS_GCF_001457555_1)	100	100	100	100	100	100	73
Seq_6977	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	98	98	42	42
Seq_6978	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Arenimonas_oryziterrae(RS_GCF_000420545_1)	100	100	100	100	92	90	89
Seq_6979	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_soli(RS_GCF_001591025_1)	100	100	100	100	100	100	85
Seq_6980	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Leaf454	Leaf454_sp001425485(RS_GCF_001425485_1)	100	100	100	100	100	100	100
Seq_6981	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	NA	NA	100	100	100	100	100	49	1
Seq_6982	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	99	99	79	76	38	38
Seq_6983	Bacteria	Firmicutes_B	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA	NA	100	100	100	100	100	27	27
Seq_6984	Bacteria	NA	NA	NA	NA	NA	NA	99	8	7	7	7	7	7
Seq_6985	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	100	93	93	92	62	40	40
Seq_6986	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_coccineus(RS_GCF_001816125_1)	100	100	100	100	100	98	71
Seq_6987	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Gulosibacter	Gulosibacter_sp900626105(RS_GCF_900626105_1)	100	100	100	100	99	50	50
Seq_6988	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Paracraurococcus	Paracraurococcus_rubra(RS_GCF_004355005_1)	100	100	100	100	100	87	87
Seq_6989	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Pseudoclavibacter	NA	100	100	100	100	97	63	33
Seq_6990	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila_D(GB_GCA_004557455_1)	100	57	57	57	57	57	57
Seq_6991	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	99	98	47	23	23	23
Seq_6992	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	NA	100	98	98	93	86	71	37
Seq_6993	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Soleaferrea	Soleaferrea_massiliensis(RS_GCF_000820765_1)	100	100	100	100	100	98	98
Seq_6994	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	100	100	100	100	91	91	20
Seq_6995	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Knoellia	Knoellia_flava(RS_GCF_000768675_1)	100	100	100	100	100	84	83
Seq_6996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	VAZQ01_sp005883115(GB_GCA_005883115_1)	100	100	100	100	100	100	100
Seq_6997	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp005954645(RS_GCF_005954645_1)	100	100	100	100	100	100	99
Seq_6998	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	CF-154	CF-154_sp005879655(GB_GCA_005879655_1)	100	94	94	94	94	94	94
Seq_6999	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-314	CAG-314_sp900551395(GB_GCA_900551395_1)	100	94	67	67	51	51	51
Seq_7000	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_massiliensis(RS_GCF_000312425_1)	100	100	100	100	100	100	66
Seq_7001	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	100	100	98	98	24	24
Seq_7002	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_sp004560275(GB_GCA_004560275_1)	100	76	76	76	76	76	76
Seq_7003	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1)	100	96	96	96	96	93	65
Seq_7004	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	77	71	49	47	9	9
Seq_7005	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-314	CAG-314_sp900551395(GB_GCA_900551395_1)	100	92	72	72	69	69	69
Seq_7006	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	89	86	53	19	19	16
Seq_7007	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	93	93	69	69	69	69
Seq_7008	Bacteria	NA	NA	NA	NA	NA	NA	100	44	44	44	44	44	44
Seq_7009	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	98	98	87	76	76	76
Seq_7010	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Steroidobacter_denitrificans(RS_GCF_001579945_1)	100	100	100	98	98	98	77
Seq_7011	Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Gracilibacter	Gracilibacter_sp001516055(GB_GCA_001516055_1)	100	88	88	88	88	88	88
Seq_7012	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Renibacterium	Renibacterium_lacuslunae(RS_GCF_000950575_1)	100	100	100	100	100	90	73
Seq_7013	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	100	98	98	90	63	48	48
Seq_7014	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A_showae_A(RS_GCF_000313615_1)	100	100	100	100	100	100	85
Seq_7015	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella_A	Taibaiella_A_chishuiensis(RS_GCF_003014535_1)	100	100	100	100	100	100	93
Seq_7016	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	97	97	87	45	45	36
Seq_7017	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	92	48	38
Seq_7018	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	PALSA-1347	PALSA-1347_sp003136315(GB_GCA_003136315_1)	100	96	96	95	95	81	81
Seq_7019	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	83	79	47	47	39	39
Seq_7020	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoglobus	Rhodoglobus_amurskyense(RS_GCF_002797685_1)	100	100	100	100	100	85	82
Seq_7021	Bacteria	NA	NA	NA	NA	NA	NA	100	22	22	22	22	22	22
Seq_7022	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	100	100	100	100	100	29
Seq_7023	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_provencensis(RS_GCF_000312365_2)	100	100	100	100	100	100	78
Seq_7024	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA	100	71	71	50	50	37	37
Seq_7025	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	OLB17_sp001567505(GB_GCA_001567505_1)	100	100	100	100	100	81	81
Seq_7026	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter_coccineus_A(GB_GCA_002748455_1)	100	100	97	97	97	70	70
Seq_7027	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	100	98	98	55	55	35	17
Seq_7028	Bacteria	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Nosocomiicoccus	NA	100	100	100	100	99	78	41
Seq_7029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Leaf454	Leaf454_sp001425485(RS_GCF_001425485_1)	100	100	100	100	100	100	100
Seq_7030	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	95	95	95	95	25	18
Seq_7031	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_stercorea(RS_GCF_000235885_1)	100	100	100	100	100	100	74
Seq_7032	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Glutamicibacter	NA	100	100	100	100	100	74	48
Seq_7033	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	3	3
Seq_7034	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium_sp900111125(RS_GCF_900111125_1)	100	100	100	100	100	81	65
Seq_7035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA	100	99	99	91	73	43	43
Seq_7036	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C_callidus(RS_GCF_000468015_1)	100	100	100	100	100	100	84
Seq_7037	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_sp001295795(RS_GCF_001295795_1)	100	100	100	100	100	92	63
Seq_7038	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella_A	Moraxella_A_osloensis_A(RS_GCF_005518075_1)	100	100	100	100	100	100	100
Seq_7039	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	24	24
Seq_7040	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica(RS_GCF_000695095_2)	100	100	100	100	100	100	99
Seq_7041	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA	100	100	100	100	100	46	28
Seq_7042	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	98	94	46	46	25
Seq_7043	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	NA	NA	100	100	79	79	79	38	38
Seq_7044	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	100	100	99	97	93	93
Seq_7045	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	NA	100	62	59	59	30	30	19
Seq_7046	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Massilioclostridium	Massilioclostridium_coli(RS_GCF_900095865_1)	100	100	100	99	68	55	55
Seq_7047	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	67-14	67-14_sp001897355(GB_GCA_001897355_1)	100	99	99	99	99	91	91
Seq_7048	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Chryseolinea	NA	100	100	100	89	89	89	46
Seq_7049	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_mediterraneensis(RS_GCF_900128415_1)	100	100	100	100	100	100	55
Seq_7050	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus	NA	100	100	100	100	87	57	23
Seq_7051	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	100	94	45	45	45
Seq_7052	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium_coyleae(RS_GCF_900105505_1)	100	100	100	100	100	100	56
Seq_7053	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	100	46	46
Seq_7054	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter_A	NA	100	100	100	100	99	99	49
Seq_7055	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	NA	100	100	100	100	100	93	7
Seq_7056	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA	100	100	100	87	71	34	34
Seq_7057	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	98	42
Seq_7058	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	Silvanigrella_sp004295685(RS_GCF_004295685_1)	100	78	77	77	77	77	72
Seq_7059	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	NA	100	77	76	74	39	39	39
Seq_7060	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	75	34	34	22	22	22
Seq_7061	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA	100	100	100	100	98	92	27
Seq_7062	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	55	55	55	55
Seq_7063	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger_sp900540595(GB_GCA_900540595_1)	100	99	99	99	95	78	62
Seq_7064	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA	100	95	95	69	69	43	43
Seq_7065	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	NA	100	100	100	100	100	96	18
Seq_7066	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Tolumonas	Tolumonas_lignilytica(RS_GCF_000527035_1)	100	100	100	100	97	97	97
Seq_7067	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	69	68	40	24	24	24
Seq_7068	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Cellulomonas	NA	100	100	100	100	98	64	26
Seq_7069	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	S20-B6	S20-B6_sp002699725(GB_GCA_002699725_1)	100	100	81	81	62	53	53
Seq_7070	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	NA	100	92	92	92	92	85	34
Seq_7071	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	58	35	35	35	35	35
Seq_7072	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella_gaviniae(RS_GCF_001654835_1)	100	100	100	100	100	68	66
Seq_7073	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	NA	100	83	83	82	48	48	48
Seq_7074	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter_coccineus_A(GB_GCA_002748455_1)	100	100	99	99	99	72	64
Seq_7075	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	21
Seq_7076	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	98	98	97	70	70	70
Seq_7077	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_sp002160895(RS_GCF_002160895_1)	100	97	97	96	95	70	70
Seq_7078	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Endomicrobium_proavitum(RS_GCF_001027545_1)	100	100	100	100	100	74	74
Seq_7079	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	79	33	33
Seq_7080	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia_sp004558535(GB_GCA_004558535_1)	100	61	61	61	61	61	61
Seq_7081	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	100	94	94	88	59	59	14
Seq_7082	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	NA	100	100	100	100	100	95	47
Seq_7083	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	96	96	72	21	21	21
Seq_7084	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Fimbriiglobus_ruber(RS_GCF_002197845_1)	100	100	100	100	100	53	53
Seq_7085	Bacteria	NA	NA	NA	NA	NA	NA	99	33	33	28	27	19	19
Seq_7086	Bacteria	NA	NA	NA	NA	NA	NA	100	8	6	6	6	6	5
Seq_7087	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	100	100	99	99	99	53	7
Seq_7088	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_spiritivorum_A(RS_GCF_000159515_1)	100	100	100	100	100	100	100
Seq_7089	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	99	98	91	37	37	19
Seq_7090	Bacteria	NA	NA	NA	NA	NA	NA	100	33	20	14	14	14	14
Seq_7091	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	100	100	100	100	100	100	40
Seq_7092	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA	100	95	95	63	63	27	27
Seq_7093	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_nepalensis(RS_GCF_006438825_1)	100	100	100	100	100	100	99
Seq_7094	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Bacillus_AU	Bacillus_AU_cohnii(RS_GCF_002250055_1)	100	100	100	100	57	57	57
Seq_7095	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	100	100	34	34
Seq_7096	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	Arcticibacter_eurypsychrophilus(RS_GCF_001730525_1)	100	100	100	100	100	100	52
Seq_7097	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA	100	100	100	100	92	34	34
Seq_7098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	Pseudorhodobacter_sp003991405(RS_GCF_003991405_1)	100	100	100	100	100	55	52
Seq_7099	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	67	56	56	54	54	54
Seq_7100	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	98	98	59	27
Seq_7101	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_A	Sphingomonas_A_astaxanthinifaciens(RS_GCF_000711715_1)	100	100	100	100	100	95	58
Seq_7102	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	NA	100	100	100	100	100	100	48
Seq_7103	Bacteria	Firmicutes_C	Negativicutes	NA	NA	NA	NA	100	64	64	32	32	21	21
Seq_7104	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera_sp004118375(RS_GCF_004118375_1)	100	100	100	100	100	98	98
Seq_7105	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas_gadei(RS_GCF_000213555_1)	100	100	100	100	100	100	71
Seq_7106	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter_malonaticus(RS_GCF_001277215_2)	100	100	100	100	100	66	65
Seq_7107	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	45	45
Seq_7108	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella_gaviniae(RS_GCF_001654835_1)	100	100	100	100	99	55	51
Seq_7109	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	UMGS1490	UMGS1490_sp900548185(GB_GCA_900548185_1)	100	100	100	100	100	100	100
Seq_7110	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	Aquicella	Aquicella_lusitana(RS_GCF_003350455_1)	100	96	96	73	73	73	73
Seq_7111	Bacteria	Bacteroidota	Bacteroidia	AKYH767	2-12-FULL-35-15	2-12-FULL-35-15	2-12-FULL-35-15_sp001769385(GB_GCA_001769385_1)	100	100	100	99	97	97	97
Seq_7112	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	76	18
Seq_7113	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia_mucilaginosa_B(RS_GCF_001548235_1)	100	100	100	100	99	98	96
Seq_7114	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola_ginsengisoli(RS_GCF_003725695_1)	100	100	100	100	100	58	55
Seq_7115	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	Albimonas_pacifica(RS_GCF_900113695_1)	100	100	100	98	98	68	68
Seq_7116	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_A	NA	100	100	100	100	100	92	27
Seq_7117	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	UBA969	NA	100	96	94	58	58	54	33
Seq_7118	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_sp004560275(GB_GCA_004560275_1)	100	77	77	77	77	77	77
Seq_7119	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z	Paenibacillus_Z_sp004342525(RS_GCF_004342525_1)	100	100	100	100	100	92	80
Seq_7120	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_T	Paenibacillus_T_kobensis(RS_GCF_004000825_1)	100	100	100	100	100	99	54
Seq_7121	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_sp004560275(GB_GCA_004560275_1)	100	81	81	81	81	81	81
Seq_7122	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter_flavus(RS_GCF_000173075_1)	100	100	100	97	50	50	50
Seq_7123	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	Paludisphaera_sp001610895(RS_GCF_001610895_1)	100	100	100	100	100	57	57
Seq_7124	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	92	92	84	48	48	42
Seq_7125	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Frigididesulfovibrio	Frigididesulfovibrio_litoralis(RS_GCF_900143255_1)	100	98	98	98	98	61	56
Seq_7126	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	100	100	100	100	100	32
Seq_7127	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	92	91	64	64	64	64
Seq_7128	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	91	89	86	80	37	37
Seq_7129	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	99	99	97	38	38	38
Seq_7130	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera_limnophila(RS_GCF_001746835_1)	100	100	100	100	100	100	82
Seq_7131	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	98	20
Seq_7132	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Paeniglutamicibacter	Paeniglutamicibacter_gangotriensis(RS_GCF_000348945_1)	100	100	100	100	100	53	50
Seq_7133	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter_flavus(RS_GCF_000173075_1)	100	100	100	100	79	79	79
Seq_7134	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UMGS1241	UMGS1241_sp900550525(GB_GCA_900550525_1)	100	95	70	70	70	51	51
Seq_7135	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	CAG-180_sp900315985(GB_GCA_900315985_1)	100	97	97	96	63	57	57
Seq_7136	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_sp001596155(RS_GCF_001596155_1)	100	100	100	100	100	100	90
Seq_7137	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas_ginsengisoli(RS_GCF_000724625_1)	100	100	100	100	100	89	89
Seq_7138	Bacteria	NA	NA	NA	NA	NA	NA	99	37	36	36	36	36	36
