ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_9467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	NA	100	100	100	100	52	52	39
Seq_9468	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	97	97	97	83	70	70
Seq_9469	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA	100	100	100	100	100	62	37
Seq_9470	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	100	100	100	100	100	100	100
Seq_9471	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	100	100	100	100	100	51	51
Seq_9472	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA	100	100	100	81	81	68	68
Seq_9473	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	97	89	89	32
Seq_9474	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	NA	100	100	100	100	100	100	99
Seq_9475	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	azotifigens	100	100	100	100	100	100	66
Seq_9476	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	NA	100	100	100	100	100	100	99
Seq_9477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	NA	100	100	100	100	100	82	35
Seq_9478	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100	31
Seq_9479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ciceribacter	NA	100	100	100	100	100	70	70
Seq_9480	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	maritypicum	100	100	100	100	100	91	52
Seq_9481	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100	100
Seq_9482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	100	45
Seq_9483	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	100	98
Seq_9484	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA	100	100	100	100	100	100	100
Seq_9485	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	100	100	100	100	100	100	95
Seq_9486	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	incerta	100	100	100	100	90	60	60
Seq_9487	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	100	100	100	100	100	100	100
Seq_9488	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	99	99	99	99	99
Seq_9489	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	94	54	26	26
Seq_9490	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	algidus	100	100	100	76	75	75	68
Seq_9491	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA	100	100	100	100	100	64	60
Seq_9492	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	100	100	34	34	34
Seq_9493	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	100	100	100	100	100	100	100
Seq_9494	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	60	37	37
Seq_9495	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	98	83	14	14	11	11
Seq_9496	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	97	96	96	95	68	68
Seq_9497	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	98	98	95	95
Seq_9498	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	100	100	100	100	100	100	100
Seq_9499	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	79	79	55	55
Seq_9500	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	99	98	94	94
Seq_9501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudoxanthobacter	NA	100	100	100	100	79	79	79
Seq_9502	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	54
Seq_9503	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	100	100	100	100	100	40	40
Seq_9504	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	43	43	43
Seq_9505	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA	100	100	99	95	95	95	95
Seq_9506	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA	100	100	100	100	100	100	100
Seq_9507	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	100	100	100	99	93	84	84
Seq_9508	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	90	90	90
Seq_9509	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	97	97
Seq_9510	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	NA	100	100	100	100	100	100	76
Seq_9511	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	NA	100	100	100	100	100	93	91
Seq_9512	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	99	99
Seq_9513	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	100	100	100	100	72	72	72
Seq_9514	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	NA	100	100	100	100	100	100	99
Seq_9515	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	92	86	83	72	37	33
Seq_9516	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	100	100	99	99	99
Seq_9517	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	65	38	38
Seq_9518	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	NA	100	100	100	100	100	100	97
Seq_9519	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	64	58	34	34	7	7
Seq_9520	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	99	99	99	98	95	82
Seq_9521	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	98	97	97	73	73	73
Seq_9522	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	99	94	93	87	37	36
Seq_9523	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	98	88	88	84	84
Seq_9524	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	100	100	100	100
Seq_9525	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100	54
Seq_9526	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	89	74	66	30
Seq_9527	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA	100	100	100	100	100	100	100
Seq_9528	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	94	18	18	14	4	4
Seq_9529	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	NA	100	100	100	100	100	99	99
Seq_9530	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	93	44	44
Seq_9531	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	77	31	31
Seq_9532	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	98	93	82	35	35	35
Seq_9533	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	99	99	99
Seq_9534	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	100	36
Seq_9535	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA	100	100	100	100	100	100	100
Seq_9536	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	psychrodurans	100	100	100	100	100	98	63
Seq_9537	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Dendrosporobacter	NA	100	99	84	84	84	63	63
Seq_9538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA	100	100	100	100	100	37	37
Seq_9539	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	NA	100	100	100	100	100	100	100
Seq_9540	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	100	93	93	93	59	59	59
Seq_9541	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	90	82	68	62	37	37
Seq_9542	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	NA	100	100	100	100	96	96	36
Seq_9543	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	98	57	57
Seq_9544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	100	100	99	98	98	98
Seq_9545	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	96	91	68	66	60	60
Seq_9546	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	96	96	96	90	65	65
Seq_9547	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	86	86	86
Seq_9548	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	NA	100	100	100	99	99	63	34
Seq_9549	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	100	89	48	48	41	41
Seq_9550	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	100	100	95	95
Seq_9551	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	85	85	82	82
Seq_9552	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	NA	100	100	100	100	96	96	96
Seq_9553	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	NA	100	100	100	100	100	53	53
Seq_9554	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	100	100	100	100
Seq_9555	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	NA	100	100	100	100	100	100	100
Seq_9556	Bacteria	Actinobacteriota	NA	NA	NA	NA	NA	100	100	47	32	32	32	32
Seq_9557	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	96	13	13	11	8	8
Seq_9558	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	NA	100	100	99	95	52	50	50
Seq_9559	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	NA	100	100	100	100	100	79	78
Seq_9560	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	96	96	96
Seq_9561	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	73	72	64	64
Seq_9562	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	NA	100	100	100	100	100	95	63
Seq_9563	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	geojensis	100	100	100	100	95	79	56
Seq_9564	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	NA	100	100	100	100	100	79	79
Seq_9565	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	100	99	99	98	84	84	79
Seq_9566	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	86	53	53
Seq_9567	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	96	90	90	77	77
Seq_9568	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	NA	100	100	100	99	99	99	99
Seq_9569	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	100	100	100	100	100	100
Seq_9570	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100	100
Seq_9571	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_9572	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA	100	99	99	74	64	63	62
Seq_9573	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA	100	100	100	100	99	99	99
Seq_9574	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-352	NA	100	100	100	100	99	79	79
Seq_9575	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	98	92	64	62	62	62
Seq_9576	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	99	69	53	53
Seq_9577	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	79	79	77	41
Seq_9578	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	94	92	67	67	67	67
Seq_9579	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	100	100	100
Seq_9580	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	NA	NA	100	100	97	97	97	77	77
Seq_9581	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA	100	100	100	100	100	100	100
Seq_9582	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	94	91	86	86	75	75
Seq_9583	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA	100	100	100	100	100	100	100
Seq_9584	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	97	87	87
Seq_9585	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	NA	100	100	100	100	100	100	100
Seq_9586	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	NA	100	100	100	100	99	66	66
Seq_9587	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_9588	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	100	100
Seq_9589	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	93
Seq_9590	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	100	100	100	100
Seq_9591	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	100	100	100	100
Seq_9592	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	lytica	100	100	100	100	100	100	87
Seq_9593	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	99	99	98	93	93
Seq_9594	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	80	27	27
Seq_9595	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	100	100
Seq_9596	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	87	87	87	18
Seq_9597	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_9598	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	asiaticus	100	100	100	100	100	100	59
Seq_9599	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	100	100	100	100	100	100	99
Seq_9600	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	41	40
Seq_9601	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA	100	100	100	100	100	78	27
Seq_9602	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	98	85	56	56	56	56
Seq_9603	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA	100	100	100	100	92	92	92
Seq_9604	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	100	100
Seq_9605	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	100	100	100	100	83	83	83
Seq_9606	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	97	97	97	95	76	76
Seq_9607	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	NA	100	100	100	100	92	53	47
Seq_9608	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	elkanii	100	100	100	100	100	100	62
Seq_9609	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	97	97
Seq_9610	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	100	100	100	100	100	98	98
Seq_9611	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	NA	100	100	100	100	100	100	100
Seq_9612	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	82	72	43	43	43	43
Seq_9613	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_9614	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	100	94	57	57	57
Seq_9615	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	90	71	68	68	68	68
Seq_9616	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	NA	100	98	98	83	81	81	81
Seq_9617	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	91	87	75	66	39	39
Seq_9618	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	isoptericolens	100	98	98	98	98	98	50
Seq_9619	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	99	72	33	32
Seq_9620	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	100	100	100	100	100	100	79
Seq_9621	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	100	59	59
Seq_9622	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA	NA	100	100	100	100	73	63	63
Seq_9623	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	76	62	22	22
Seq_9624	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	97	95	95	95	95	95
Seq_9625	Bacteria	NA	NA	NA	NA	NA	NA	100	40	38	38	29	24	14
Seq_9626	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	98	98	83	83
Seq_9627	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	polyisoprenivorans	100	100	100	100	100	100	87
Seq_9628	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	NA	100	100	100	100	88	88	66
Seq_9629	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	NA	100	100	100	100	100	78	78
Seq_9630	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	99
Seq_9631	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_9632	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	99	67	51	51	51	51
Seq_9633	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	99	99	99	99	99
Seq_9634	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	NA	100	100	100	100	100	57	32
Seq_9635	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	99	93	93
Seq_9636	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	99	68	25	25	21	21
Seq_9637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	NA	100	100	100	100	100	81	81
Seq_9638	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	100	78	78	78	76
Seq_9639	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] fissicatena group	NA	100	100	100	100	100	75	75
Seq_9640	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100	46
Seq_9641	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	NA	100	100	100	100	64	62	56
Seq_9642	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	99	98	75	75	28	28
Seq_9643	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA	100	100	100	97	96	63	55
Seq_9644	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	cervicalis	100	100	100	100	100	100	86
Seq_9645	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	NA	100	100	100	100	100	100	100
Seq_9646	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Nibrella	NA	100	100	100	100	100	100	100
Seq_9647	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	NA	100	100	100	100	100	63	41
Seq_9648	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100	100
Seq_9649	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	lwoffii	100	100	100	100	100	96	54
Seq_9650	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100	34
Seq_9651	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	NA	100	100	100	100	99	99	99
Seq_9652	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA	100	100	100	100	100	100	9
Seq_9653	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100	43
Seq_9654	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_9655	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	95	71	54	33	29
Seq_9656	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	79	61	57	21	18	18
Seq_9657	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	100	96	96	96	96
Seq_9658	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	100	100	100	100	95	91	91
Seq_9659	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_9660	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	NA	100	100	100	100	100	86	80
Seq_9661	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	99	90	44	44
Seq_9662	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	NA	100	100	100	100	100	63	63
Seq_9663	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	72	67	67	67	67
Seq_9664	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	55	55
Seq_9665	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	100	100	100	95	52	44	15
Seq_9666	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	100	100	42	42	42	42
Seq_9667	Bacteria	NA	NA	NA	NA	NA	NA	100	22	22	22	22	22	22
Seq_9668	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	82	82
Seq_9669	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100	100
